1.000000000000000021e-03,1.679985252614990895e+04,1.000000000171828702e+02,-2.914770259137599087e-03,-1.735002118743710775e-05,3.129243830030539186e-01
4.604404404404404544e-02,1.679141483005316695e+04,1.000000000000000142e+02,-1.341404397374983404e-01,-7.988632868528866299e-04,1.564621991702816739e-01
9.108808808808808999e-02,1.677947309883309936e+04,1.000000000000000142e+02,-2.651784064038341104e-01,-1.580373864129280218e-03,1.564621858877115745e-01
1.361321321321321276e-01,1.676404210661152683e+04,1.000000007703558396e+02,-3.959471779415457693e-01,-2.361884378997556721e-03,3.113686576667770156e-01
1.811761761761761791e-01,1.674514091795860077e+04,1.000000048584062284e+02,-5.263658367058603460e-01,-3.143396870210026558e-03,3.108459365531902607e-01
2.262202202202202306e-01,1.672279309928703879e+04,1.000000000000011369e+02,-6.563526420704426378e-01,-3.924898645200238304e-03,1.566704500958047142e-01
2.712642642642642543e-01,1.669702586658211294e+04,1.000000000074685431e+02,-7.858303616014742365e-01,-4.706410181060754344e-03,1.563911307555657937e-01
3.163083083083083058e-01,1.666787109656918255e+04,1.000000000000000142e+02,-9.147191788668530554e-01,-5.487918661772411659e-03,3.947525805913721514e-02
3.613523523523523573e-01,1.663981965230724381e+04,1.000000000000000142e+02,-9.999999999999357181e-01,-6.272564186131964446e-03,2.024494012844280794e-02
4.063963963963964088e-01,1.661944745292853258e+04,1.000000000000000142e+02,-9.999999999987029264e-01,-7.063435690305554758e-03,7.932720567502209164e-02
4.514404404404404603e-01,1.659902299189382757e+04,1.000000000520617505e+02,-9.999669236140752426e-01,-7.854350781956304789e-03,6.259239589255763958e-01
4.964844844844845118e-01,1.657853371714419336e+04,1.000000000000000568e+02,-9.999999999999998890e-01,-8.645284322395129298e-03,8.276949622825521824e-02
5.415285285285285077e-01,1.655799244073677619e+04,1.000000000000000142e+02,-9.999999999999998890e-01,-9.436263821493885359e-03,2.091501098526695260e-02
5.865725725725725592e-01,1.653739506829685706e+04,1.000000000000000142e+02,-9.999999999999998890e-01,-1.022728167485915593e-02,4.062870906710230184e-02
6.316166166166166107e-01,1.651674173399299980e+04,1.000000000000000142e+02,-9.999999999999998890e-01,-1.101833906291675713e-02,2.074741334446993102e-02
6.766606606606606622e-01,1.649603257360180942e+04,1.000000000001876543e+02,-9.999999999999998890e-01,-1.180943716739819155e-02,1.074191912383406361e-02
7.217047047047047137e-01,1.647533170921287820e+04,1.050752885655968214e+02,-9.999999999999998890e-01,-1.259678954323441465e-02,4.341640174336577895e-02
7.667487487487487652e-01,1.645459385158952136e+04,1.115802150346781190e+02,-9.999999999999998890e-01,-1.338308911733834990e-02,4.297753782211412299e-02
8.117927927927928167e-01,1.643380110118250377e+04,1.180783176226123459e+02,-9.999999999999998890e-01,-1.416940523746629960e-02,8.391306238203398438e-02
8.568368368368368682e-01,1.641295360272453763e+04,1.245695006550112538e+02,-9.999999999999998890e-01,-1.495573887572773479e-02,3.953412283480148282e-02
9.018808808808809196e-01,1.639205150254513137e+04,1.310536698990587183e+02,-9.999999999999998890e-01,-1.574209100465337463e-02,1.603172845669628699e-01
9.469249249249249711e-01,1.637109494852409080e+04,1.375307256230471467e+02,-9.999999999999998890e-01,-1.652846259979247681e-02,1.647670151249902570e-01
9.919689689689690226e-01,1.635008409023178865e+04,1.440005755534701564e+02,-9.999999999999962252e-01,-1.731485463126385127e-02,3.357386768475856820e-01
1.037013013013012852e+00,1.632901907881533407e+04,1.504631256037158664e+02,-9.999999999999998890e-01,-1.810126807032517646e-02,1.696077807301928086e-01
1.082057057057056904e+00,1.630790006693418218e+04,1.569182776172295064e+02,-9.999999999999998890e-01,-1.888770389301553526e-02,1.704730553169641616e-01
1.127101101101100955e+00,1.628672720892376492e+04,1.633659380929737779e+02,-9.999999999999998890e-01,-1.967416307030514511e-02,3.422180535429507064e-01
1.172145145145145007e+00,1.626550066062985934e+04,1.698060090307194798e+02,-9.999999999999998890e-01,-2.046064657770470946e-02,3.420342526592575205e-01
1.217189189189189058e+00,1.624422057949721238e+04,1.762383979728861902e+02,-9.999999999999994449e-01,-2.124715538985059299e-02,6.823774794264998445e-01
1.262233233233233110e+00,1.622288712469370512e+04,1.826630088917800947e+02,-9.999999999999996669e-01,-2.203369047298189831e-02,6.790596655122913550e-01
1.307277277277277161e+00,1.620150045669523024e+04,1.890797476491208045e+02,-9.999999999999998890e-01,-2.282025280925235183e-02,1.687024497910019905e-01
1.352321321321321212e+00,1.618006073775423829e+04,1.954885165857465097e+02,-9.999999999999998890e-01,-2.360684336886881979e-02,6.698312318102821461e-01
1.397365365365365264e+00,1.615856813168069857e+04,2.018892244336984447e+02,-9.999999999999998890e-01,-2.439346312282156606e-02,1.660818616101291390e-01
1.442409409409409315e+00,1.613702280370453445e+04,2.082817719285642966e+02,-9.999999999999998890e-01,-2.518011305077678605e-02,6.600541412078965164e-01
1.487453453453453367e+00,1.611542492081125056e+04,2.146660697559658217e+02,-9.999999999999998890e-01,-2.596679412106865995e-02,1.637766089344160347e-01
1.532497497497497418e+00,1.609377465136888350e+04,2.210420197490451244e+02,-9.999999999999998890e-01,-2.675350731247245345e-02,6.322976369520171280e-01
1.577541541541541470e+00,1.607207216539942965e+04,2.274095292002981807e+02,-9.999999999999998890e-01,-2.754025359797337980e-02,3.167463219377549266e-01
1.622585585585585521e+00,1.605031763447390222e+04,2.337685019523586050e+02,-9.999999999999965583e-01,-2.832703395071356836e-02,1.289870660298447769e+00
1.667629629629629573e+00,1.602851123160059433e+04,2.401188437367552524e+02,-9.999999999999986677e-01,-2.911384935034452837e-02,1.302996468671785202e+00
1.712673673673673624e+00,1.600665313152216368e+04,2.464604621563639171e+02,-9.999999999999997780e-01,-2.990070076526733789e-02,1.312270843007092624e+00
1.757717717717717676e+00,1.598474351029126046e+04,2.527932622782805936e+02,-9.999999999999998890e-01,-3.068758917738914974e-02,1.319595210477491287e+00
1.802761761761761727e+00,1.596278254572378319e+04,2.591171510489741081e+02,-9.999999999999998890e-01,-3.147451555516435351e-02,6.634053736471556828e-01
1.847805805805805779e+00,1.594077041692422063e+04,2.654320329115112145e+02,-9.999999999999998890e-01,-3.226148088128357599e-02,1.664813474049813835e-01
